Ticker, Routing, Documentation, Label,Smallest unit Decimal (number)
BARREL_BNB,BARREL.BNB,Barrel,Barrel,18
BART_BNB,BART.BNB,Ballswapper Acceler,Ballswapper Acceler,9
BAS_BNB,BAS.BNB,Block Ape Scissors,Block Ape Scissors,18
BASHTANK_BNB,BASHTANK.BNB,Baby Shark Tank,Baby Shark Tank,9
BATDOGE_BNB,BATDOGE.BNB,The Batdoge,The Batdoge,18
BATH_BNB,BATH.BNB,Battle Hero,Battle Hero,18
BAY_BNB,BAY.BNB,CryptoBay,CryptoBay,18
BB_BNB,BB.BNB,Baby Bali,Baby Bali,9
BBANK_BNB,BBANK.BNB,BlockBank,BlockBank,18
BBETH_BNB,BBETH.BNB,BabyEthereum,BabyEthereum,18
BBFEG_BNB,BBFEG.BNB,Babyfeg,Babyfeg,18
BBK_BNB,BBK.BNB,BitBlocks,BitBlocks,18
BBKFI_BNB,BBKFI.BNB,BitBlocks Finance,BitBlocks Finance,18
BBL_BNB,BBL.BNB,Basketball Legends,Basketball Legends,18
BBLINK_BNB,BBLINK.BNB,BabyLink,BabyLink,18
BBNANA_BNB,BBNANA.BNB,BabyBanana,BabyBanana,18
BBOXER_BNB,BBOXER.BNB,Baby Boxer,Baby Boxer,9
BBQ_BNB,BBQ.BNB,BarbecueSwap,BarbecueSwap,18
BBS_BNB,BBS.BNB,BBS Network,BBS Network,18
BBT_BNB,BBT.BNB,Buried Bones,Buried Bones,18
BBTC_BNB,BBTC.BNB,Baby Bitcoin,Baby Bitcoin,9
BBYXRP_BNB,BBYXRP.BNB,BabyXrp,BabyXrp,9
BCA_BNB,BCA.BNB,Bitcoiva,Bitcoiva,18
BCAKE_BNB,BCAKE.BNB,Burnt Cake,Burnt Cake,18
BCH_BNB,BCH.BNB,Binance Peg Bitcoin,Binance Peg Bitcoin,18
BCI_BNB,BCI.BNB,Baby Cheems Inu,Baby Cheems Inu,9
BCMC_BNB,BCMC.BNB,Blockchain Monster ,Blockchain Monster ,18
BCOIN_BNB,BCOIN.BNB,Bomber Coin,Bomber Coin,18
BCP_BNB,BCP.BNB,BitcashPay  Old ,BitcashPay  Old ,8
BCPAY_BNB,BCPAY.BNB,BCPAY FinTech,BCPAY FinTech,8
BDC_BNB,BDC.BNB,Based Token,Based Token,6
BDL_BNB,BDL.BNB,Bundle Dao,Bundle Dao,18
BDO_BNB,BDO.BNB,bDollar,bDollar,18
BDOG_BNB,BDOG.BNB,Bulldog Token,Bulldog Token,9
BDOGE_BNB,BDOGE.BNB,Bingo Doge,Bingo Doge,9
BDOT_BNB,BDOT.BNB,BabyDot,BabyDot,18
BDS_BNB,BDS.BNB,Big Digital Shares,Big Digital Shares,8
BE_BNB,BE.BNB,Belon DAO,Belon DAO,18
BEACH_BNB,BEACH.BNB,Beach Token BSC,Beach Token BSC,9
BEAGLECAKE_BNB,BEAGLECAKE.BNB,BeagleCake,BeagleCake,18
BEAR_BNB,BEAR.BNB,HoneyBear,HoneyBear,18
BEAST_BNB,BEAST.BNB,CryptoBeast,CryptoBeast,18
BECK_BNB,BECK.BNB,Macoin,Macoin,9
BECOIN_BNB,BECOIN.BNB,bePAY Finance,bePAY Finance,6
BED_BNB,BED.BNB,Bedpage Coin,Bedpage Coin,18
BEDOGE_BNB,BEDOGE.BNB,BezosDoge,BezosDoge,9
BEE_BNB,BEE.BNB,HoneyBee,HoneyBee,18
BEERS_BNB,BEERS.BNB,MoonBeers,MoonBeers,9
BEET_BNB,BEET.BNB,Beetle Coin,Beetle Coin,8
BEFX_BNB,BEFX.BNB,Belifex,Belifex,18
BEL_BNB,BEL.BNB,Bella Protocol,Bella Protocol,18
BELLY_BNB,BELLY.BNB,Crypto Piece,Crypto Piece,18
BELT_BNB,BELT.BNB,Belt,Belt,18
BELUGA_BNB,BELUGA.BNB,Beluga fi,Beluga fi,18
BEM_BNB,BEM.BNB,Bemil Coin,Bemil Coin,18
BEPIS_BNB,BEPIS.BNB,BEPIS,BEPIS,6
BEPR_BNB,BEPR.BNB,Blockchain Euro Pro,Blockchain Euro Pro,9
BERAGE_BNB,BERAGE.BNB,Metabullrage,Metabullrage,9
BERN_BNB,BERN.BNB,Bernard,Bernard,18
BERRY_BNB,BERRY.BNB,BerrySwap,BerrySwap,18
BEST_BNB,BEST.BNB,Bitcoin and Ethereu,Bitcoin and Ethereu,18
BETA_BNB,BETA.BNB,Beta Finance,Beta Finance,18
BETH_BNB,BETH.BNB,Binance ETH staking,Binance ETH staking,18
BETS_BNB,BETS.BNB,Betswamp,Betswamp,18
BETU_BNB,BETU.BNB,Betu,Betu,18
BEXT_BNB,BEXT.BNB,ByteDex,ByteDex,18
BFG_BNB,BFG.BNB,BFG Token,BFG Token,18
BFI_BNB,BFI.BNB,Bearn fi,Bearn fi,18
BFIRE_BNB,BFIRE.BNB,Bitblocks Fire,Bitblocks Fire,18
BFK_BNB,BFK.BNB,BFK WARZONE,BFK WARZONE,9
BFLOKI_BNB,BFLOKI.BNB,Baby Floki Inu,Baby Floki Inu,9
BFT_BNB,BFT.BNB,Bitfresh,Bitfresh,18
BFU_BNB,BFU.BNB,Baby Floki Up,Baby Floki Up,9
BFYC_BNB,BFYC.BNB,Bored Floki Yacht C,Bored Floki Yacht C,9
BG_BNB,BG.BNB,BunnyPark Game,BunnyPark Game,18
BGAME_BNB,BGAME.BNB,Binamars Game,Binamars Game,18
BGL_BNB,BGL.BNB,BGL Token,BGL Token,18
BGLG_BNB,BGLG.BNB,Big League,Big League,18
BGO_BNB,BGO.BNB,Bingo Cash,Bingo Cash,18
BGOV_BNB,BGOV.BNB,BGOV,BGOV,18
BGS_BNB,BGS.BNB,Battle of Guardians,Battle of Guardians,18
BHAX_BNB,BHAX.BNB,Bithashex,Bithashex,18
BHC_BNB,BHC.BNB,BillionHappiness,BillionHappiness,18
BHO_BNB,BHO.BNB,Bholdus Token,Bholdus Token,18
BHT_BNB,BHT.BNB,BNBHunter,BNBHunter,18
BHUNT_BNB,BHUNT.BNB,BinaHunter,BinaHunter,18
BIDEN_BNB,BIDEN.BNB,BIDEN Token,BIDEN Token,18
BIDOG_BNB,BIDOG.BNB,Binancedog,Binancedog,9
BIFI_BNB,BIFI.BNB,Beefy Finance,Beefy Finance,18
BIG_BNB,BIG.BNB,Bigwinner,Bigwinner,9
BIGETH_BNB,BIGETH.BNB,BIG ETH,BIG ETH,18
BIHODL_BNB,BIHODL.BNB,BinanceHODL,BinanceHODL,18
BIKINI_BNB,BIKINI.BNB,Bikini Finance,Bikini Finance,18
BILL_BNB,BILL.BNB,Bill Token,Bill Token,18
BIMP_BNB,BIMP.BNB,Bimp Finance,Bimp Finance,9
BIN_BNB,BIN.BNB,Binemon,Binemon,18
BINGUS_BNB,BINGUS.BNB,Bingus Network,Bingus Network,9
BINO_BNB,BINO.BNB,Binopoly,Binopoly,18
BINOM_BNB,BINOM.BNB,Binom Protocol,Binom Protocol,9
BINOSAURS_BNB,BINOSAURS.BNB,Binosaurs,Binosaurs,9
BINS_BNB,BINS.BNB,BSocial,BSocial,18
BINU_BNB,BINU.BNB,Battle Inu,Battle Inu,11
BIRB_BNB,BIRB.BNB,Birb,Birb,18
BIRD_BNB,BIRD.BNB,Bird Money,Bird Money,18
BISON_BNB,BISON.BNB,BiShares,BiShares,18
BIST_BNB,BIST.BNB,Bistroo,Bistroo,18
BISWAP_BNB,BISWAP.BNB,Biswap Token,Biswap Token,9
BIT_BNB,BIT.BNB,Biconomy Exchange T,Biconomy Exchange T,9
BITBUCKS_BNB,BITBUCKS.BNB,BitBucks,BitBucks,9
BITC_BNB,BITC.BNB,Bitecoin,Bitecoin,9
BITCOIN_BNB,BITCOIN.BNB,HarryPotterObamaSon,HarryPotterObamaSon,9
BITD_BNB,BITD.BNB,8Bit Doge,8Bit Doge,9
BITE_BNB,BITE.BNB,DragonBite,DragonBite,18
BITGATTI_BNB,BITGATTI.BNB,Bitgatti,Bitgatti,9
BITORB_BNB,BITORB.BNB,BitOrbit,BitOrbit,18
BITT_BNB,BITT.BNB,BITToken,BITToken,18
BITTO_BNB,BITTO.BNB,BITTO,BITTO,18
BITUP_BNB,BITUP.BNB,BitUp,BitUp,9
BITV_BNB,BITV.BNB,BitValley,BitValley,18
BKF_BNB,BKF.BNB,BKING Finance,BKING Finance,18
BKING_BNB,BKING.BNB,King Arthur,King Arthur,18
BKISHU_BNB,BKISHU.BNB,Buffed Kishu,Buffed Kishu,9
BKS_BNB,BKS.BNB,Baby KShark,Baby KShark,9
BLAST_BNB,BLAST.BNB,SafeBlast,SafeBlast,9
BLEO_BNB,BLEO.BNB,BEP20 LEO,BEP20 LEO,3
BLES_BNB,BLES.BNB,Blind Boxes,Blind Boxes,18
BLEU_BNB,BLEU.BNB,BleuFi,BleuFi,2
BLG_BNB,BLG.BNB,Blue Gold,Blue Gold,9
BLH_BNB,BLH.BNB,Blue Horizon,Blue Horizon,18
BLI_BNB,BLI.BNB,Bali Token,Bali Token,18
BLINU_BNB,BLINU.BNB,Baby Lambo Inu,Baby Lambo Inu,18
BLK_BNB,BLK.BNB,Black Whale,Black Whale,18
BLN_BNB,BLN.BNB,Baby Lion,Baby Lion,8
BLOCK_BNB,BLOCK.BNB,Blockasset,Blockasset,6
BLOGGER_BNB,BLOGGER.BNB,Bloggercoin,Bloggercoin,18
BLOODYSHIBA_BNB,BLOODYSHIBA.BNB,Bloody shiba,Bloody shiba,18
BLOSM_BNB,BLOSM.BNB,BlossomCoin,BlossomCoin,9
BLOVELY_BNB,BLOVELY.BNB,Baby Lovely Inu,Baby Lovely Inu,9
BLOW_BNB,BLOW.BNB,BlowUP,BlowUP,4
BLP_BNB,BLP.BNB,BullPerks,BullPerks,18
BLS_BNB,BLS.BNB,blocsport one,blocsport one,18
BLT_BNB,BLT.BNB,Bitlorrent,Bitlorrent,18
BLUB_BNB,BLUB.BNB,Blubber Coin,Blubber Coin,0
BLURT_BNB,BLURT.BNB,Blurt,Blurt,18
BLVR_BNB,BLVR.BNB,BELIEVER,BELIEVER,18
BLWA_BNB,BLWA.BNB,BlockWarrior,BlockWarrior,18
BLX_BNB,BLX.BNB,BulleX,BulleX,18
BLXM_BNB,BLXM.BNB,bloXmove Token,bloXmove Token,18
BLZ_BNB,BLZ.BNB,Bluzelle,Bluzelle,18
BM_BNB,BM.BNB,BtMiracles,BtMiracles,18
BMARS_BNB,BMARS.BNB,Binamars,Binamars,18
BMCC_BNB,BMCC.BNB,Binance Multi Chain,Binance Multi Chain,9
BMIC_BNB,BMIC.BNB,Bitmic,Bitmic,18
BMM_BNB,BMM.BNB,Big Mouth Monster,Big Mouth Monster,18
BMND_BNB,BMND.BNB,Baby Mind,Baby Mind,9
BMON_BNB,BMON.BNB,Binamon,Binamon,18
BMXX_BNB,BMXX.BNB,Multiplier  BSC ,Multiplier  BSC ,18
BNBBACK_BNB,BNBBACK.BNB,BNBBack,BNBBack,18
BNBCH_BNB,BNBCH.BNB,BNB Cash,BNB Cash,9
BNBD_BNB,BNBD.BNB,BNB Diamond,BNB Diamond,9
BNBEER_BNB,BNBEER.BNB,BNBeer,BNBeer,9
BNBG_BNB,BNBG.BNB,BNBGlobal V2,BNBGlobal V2,9
BNBH_BNB,BNBH.BNB,BnbHeroes Token,BnbHeroes Token,18
BNBTIGER_BNB,BNBTIGER.BNB,BNBTiger,BNBTiger,9
BNBX_BNB,BNBX.BNB,BNBX Finance,BNBX Finance,9
BNC_BNB,BNC.BNB,Bnoincoin,Bnoincoin,18
BNF_BNB,BNF.BNB,BonFi,BonFi,18
BNFT_BNB,BNFT.BNB,Beast NFT,Beast NFT,18
BNFTT_BNB,BNFTT.BNB,BNFTX Token,BNFTX Token,18
BNFY_BNB,BNFY.BNB,B Non Fungible Year,B Non Fungible Year,18
BNM_BNB,BNM.BNB,Binanomics,Binanomics,9
BNSD_BNB,BNSD.BNB,BNSD Finance,BNSD Finance,18
BNTX_BNB,BNTX.BNB,Bintex Futures,Bintex Futures,18
BNU_BNB,BNU.BNB,ByteNext,ByteNext,18
BNW_BNB,BNW.BNB,NagaSwap,NagaSwap,18
BNX_BNB,BNX.BNB,BinaryX,BinaryX,18
BOB_BNB,BOB.BNB,Baby o Baby,Baby o Baby,18
BODAV2_BNB,BODAV2.BNB,BODA Token,BODA Token,18
BODO_BNB,BODO.BNB,BoozeDoge,BoozeDoge,9
BOG_BNB,BOG.BNB,Bogged Finance,Bogged Finance,18
BOLE_BNB,BOLE.BNB,BoleToken,BoleToken,18
BOM_BNB,BOM.BNB,Black Lemon,Black Lemon,18
BOMB_BNB,BOMB.BNB,Bomberman,Bomberman,18
BONDLY_BNB,BONDLY.BNB,Bondly,Bondly,18
BONES_BNB,BONES.BNB,Moonshots Farm,Moonshots Farm,18
BONFIRE_BNB,BONFIRE.BNB,Bonfire,Bonfire,9
BOOBS_BNB,BOOBS.BNB,MoonBoobs,MoonBoobs,8
BOOCAKE_BNB,BOOCAKE.BNB,BooCake,BooCake,18
BOOMSHIBA_BNB,BOOMSHIBA.BNB,Boom Shiba,Boom Shiba,18
BOON_BNB,BOON.BNB,Baboon Financial,Baboon Financial,18
BOOST_BNB,BOOST.BNB,Booster BSC,Booster BSC,18
BOR_BNB,BOR.BNB,BoringDAO  OLD ,BoringDAO  OLD ,18
BORING_BNB,BORING.BNB,BoringDAO,BoringDAO,18
BORK_BNB,BORK.BNB,Bork Inu,Bork Inu,9
BOSS_BNB,BOSS.BNB,Boss,Boss,9
BOT_BNB,BOT.BNB,Starbots,Starbots,8
BOXER_BNB,BOXER.BNB,Boxer Inu,Boxer Inu,9
BOXERDOGE_BNB,BOXERDOGE.BNB,BoxerDOGE,BoxerDOGE,9
BOYZ_BNB,BOYZ.BNB,BeachBoyz,BeachBoyz,9
BP_BNB,BP.BNB,BunnyPark,BunnyPark,18
BPAD_BNB,BPAD.BNB,BlokPad,BlokPad,18
BPANDA_BNB,BPANDA.BNB,Baby Panda,Baby Panda,9
BPET_BNB,BPET.BNB,Binapet,Binapet,18
BPF_BNB,BPF.BNB,Blockchain Property,Blockchain Property,9
BPKR_BNB,BPKR.BNB,BlackPoker,BlackPoker,9
BPM_BNB,BPM.BNB,Baby Pokemoon,Baby Pokemoon,18
BPRIVA_BNB,BPRIVA.BNB,Privapp Network,Privapp Network,8
BR_BNB,BR.BNB,Bull Run Finance,Bull Run Finance,18
BR20_BNB,BR20.BNB,BullRun2 0,BullRun2 0,9
BR34P_BNB,BR34P.BNB,BR34P,BR34P,8
BRAND_BNB,BRAND.BNB,BrandPad Finance,BrandPad Finance,9
BRANK_BNB,BRANK.BNB,Brank,Brank,18
BRAWL_BNB,BRAWL.BNB,Meta Brawl,Meta Brawl,18
BRB_BNB,BRB.BNB,BerylBit,BerylBit,18
BREW_BNB,BREW.BNB,CafeSwap Token,CafeSwap Token,18
BREWLABS_BNB,BREWLABS.BNB,Brewlabs,Brewlabs,9
BRGB_BNB,BRGB.BNB,BurgerBurn,BurgerBurn,9
BRGX_BNB,BRGX.BNB,Bridge ,Bridge ,18
BRICK_BNB,BRICK.BNB,Brick Token,Brick Token,18
BRICKS_BNB,BRICKS.BNB,MyBricks,MyBricks,9
BRIDGE_BNB,BRIDGE.BNB,Cross Chain Bridge,Cross Chain Bridge,18
BRISE_BNB,BRISE.BNB,BNBRise,BNBRise,18
BRK_BNB,BRK.BNB,BlueArk,BlueArk,18
BRKL_BNB,BRKL.BNB,Brokoli,Brokoli,18
BRNG_BNB,BRNG.BNB,bRing Finance,bRing Finance,18
BROWN_BNB,BROWN.BNB,BrowniesSwap,BrowniesSwap,9
BRT_BNB,BRT.BNB,Born To Race,Born To Race,9
BRTK_BNB,BRTK.BNB,BattleRoyaleToken,BattleRoyaleToken,18
BRTR_BNB,BRTR.BNB,Barter,Barter,8
BRW_BNB,BRW.BNB,Base Reward Token,Base Reward Token,8
BRY_BNB,BRY.BNB,Berry Data,Berry Data,18
BSC33_BNB,BSC33.BNB,BSC33DAO,BSC33DAO,9
BSCAKE_BNB,BSCAKE.BNB,Bunscake,Bunscake,18
BSCB_BNB,BSCB.BNB,BscBond,BscBond,18
BSCCROP_BNB,BSCCROP.BNB,BSCCrop,BSCCrop,18
BSCGIRL_BNB,BSCGIRL.BNB,Binance Smart Chain,Binance Smart Chain,8
BSCGOLD_BNB,BSCGOLD.BNB,BSCGold,BSCGold,9
BSCM_BNB,BSCM.BNB,BSC MemePad,BSC MemePad,18
BSCPAD_BNB,BSCPAD.BNB,BSCPAD,BSCPAD,18
BSCS_BNB,BSCS.BNB,BSC Station,BSC Station,18
BSCV_BNB,BSCV.BNB,Bscview,Bscview,18
BSCWIN_BNB,BSCWIN.BNB,BSCWIN Bulls,BSCWIN Bulls,9
BSCX_BNB,BSCX.BNB,BSCEX,BSCEX,18
BSD_BNB,BSD.BNB,Baby Shiba Dot,Baby Shiba Dot,18
BSFM_BNB,BSFM.BNB,BabySafeMoon,BabySafeMoon,9
BSH_BNB,BSH.BNB,BNB Superheroes,BNB Superheroes,18
BSHARE_BNB,BSHARE.BNB,Bomb Money BShare,Bomb Money BShare,18
BSHIB_BNB,BSHIB.BNB,BuffedShiba,BuffedShiba,18
BSHIBA_BNB,BSHIBA.BNB,bscShiba,bscShiba,9
BSHIBR_BNB,BSHIBR.BNB,Baby Shiba Rocket,Baby Shiba Rocket,9
BSKT_BNB,BSKT.BNB,BasketCoin,BasketCoin,18
BSL_BNB,BSL.BNB,BankSocial,BankSocial,8
BSP_BNB,BSP.BNB,BallSwap,BallSwap,18
BSR_BNB,BSR.BNB,BinStarter,BinStarter,18
BSTS_BNB,BSTS.BNB,Magic Beasties,Magic Beasties,9
BSW_BNB,BSW.BNB,Biswap,Biswap,18
BT_BNB,BT.BNB,BT Finance,BT Finance,18
BTBS_BNB,BTBS.BNB,BitBase Token,BitBase Token,18
BTCB_BNB,BTCB.BNB,Binance Bitcoin,Binance Bitcoin,18
BTCBR_BNB,BTCBR.BNB,Bitcoin BR,Bitcoin BR,18
BTCI_BNB,BTCI.BNB,Bitcoin Internation,Bitcoin Internation,9
BTCN_BNB,BTCN.BNB,Bitcoin Networks,Bitcoin Networks,18
BTCST_BNB,BTCST.BNB,BTC Standard Hashra,BTC Standard Hashra,17
BTD_BNB,BTD.BNB,Bolt Dollar,Bolt Dollar,18
BTE_BNB,BTE.BNB,BondToEarn,BondToEarn,9
BTH_BNB,BTH.BNB,Bit Hotel,Bit Hotel,18
BTL_BNB,BTL.BNB,Bitlocus,Bitlocus,6
BTNT_BNB,BTNT.BNB,BitNautic,BitNautic,18
BTOP_BNB,BTOP.BNB,BotopiaFinance,BotopiaFinance,18
BTS_BNB,BTS.BNB,Bolt Share,Bolt Share,18
BTSC_BNB,BTSC.BNB,BTS Chain,BTS Chain,18
BTTOLD_BNB,BTTOLD.BNB,BitTorrent  OLD ,BitTorrent  OLD ,18
BTYM_BNB,BTYM.BNB,Blocktyme,Blocktyme,18
BUCKS_BNB,BUCKS.BNB,BuckSwap,BuckSwap,18
BUDA_BNB,BUDA.BNB,BudaCoin,BudaCoin,9
BUDG_BNB,BUDG.BNB,BullDogSwap,BullDogSwap,18
BUFF_BNB,BUFF.BNB,Buffalo Swap,Buffalo Swap,18
BUFFS_BNB,BUFFS.BNB,BuffSwap,BuffSwap,4
BUFFSHIBA_BNB,BUFFSHIBA.BNB,Buff Shiba Inu,Buff Shiba Inu,9
BUFLOKI_BNB,BUFLOKI.BNB,Buff Floki,Buff Floki,9
BUGG_BNB,BUGG.BNB,BUGG Finance,BUGG Finance,9
BUL_BNB,BUL.BNB,Bul Finance,Bul Finance,18
BULK_BNB,BULK.BNB,Bulk Network,Bulk Network,18
BULL_BNB,BULL.BNB,Bull Coin,Bull Coin,18
BULLAF_BNB,BULLAF.BNB,Bullish AF,Bullish AF,9
BULLD_BNB,BULLD.BNB,Bulldoge Inu,Bulldoge Inu,18
BULLDOG_BNB,BULLDOG.BNB,BullDog Coin,BullDog Coin,9
BULLISH_BNB,BULLISH.BNB,BullishApes,BullishApes,9
BUMN_BNB,BUMN.BNB,BUMooN,BUMooN,9
BUMP_BNB,BUMP.BNB,BabyPumpkin Finance,BabyPumpkin Finance,9
BUND_BNB,BUND.BNB,Bundles,Bundles,18
BUNI_BNB,BUNI.BNB,Bunicorn,Bunicorn,18
BUNNY_BNB,BUNNY.BNB,Pancake Bunny,Pancake Bunny,18
BUNNYGIRL_BNB,BUNNYGIRL.BNB,BunnyGirl,BunnyGirl,18
BUNNYZILLA_BNB,BUNNYZILLA.BNB,Bunny Zilla,Bunny Zilla,9
BURD_BNB,BURD.BNB,tudaBirds,tudaBirds,9
BURGER_BNB,BURGER.BNB,Burger Swap,Burger Swap,18
BURN1COIN_BNB,BURN1COIN.BNB,Burn1Coin,Burn1Coin,9
BURNDOGE_BNB,BURNDOGE.BNB,BurnDoge,BurnDoge,9
BURNROCKET_BNB,BURNROCKET.BNB,BurnRocket,BurnRocket,18
BURNS_BNB,BURNS.BNB,Mr Burns Token,Mr Burns Token,9
BURNX_BNB,BURNX.BNB,BurnX,BurnX,18
BUSD_BNB,BUSD.BNB,Binance USD,Binance USD,18
BUSDET_BNB,BUSDET.BNB,Binance USD  Wormho,Binance USD  Wormho,18
BUSDX_BNB,BUSDX.BNB,BUSDX,BUSDX,18
BUST_BNB,BUST.BNB,BUSTA,BUSTA,18
BUX_BNB,BUX.BNB,BUX Token,BUX Token,18
BVC_BNB,BVC.BNB,BattleVerse,BattleVerse,18
BVT_BNB,BVT.BNB,BovineVerse,BovineVerse,18
BWC_BNB,BWC.BNB,BongWeedCoin,BongWeedCoin,9
BWH_BNB,BWH.BNB,Baby White Hamster,Baby White Hamster,9
BWJ_BNB,BWJ.BNB,Baby WOJ,Baby WOJ,9
BWT_BNB,BWT.BNB,BabyWhiteTiger,BabyWhiteTiger,9
BX_BNB,BX.BNB,ByteEx,ByteEx,8
BXBTC_BNB,BXBTC.BNB,bxBTC,bxBTC,9
BYG_BNB,BYG.BNB,Black Eye Galaxy,Black Eye Galaxy,18
BYK_BNB,BYK.BNB,Byakko,Byakko,9
BYTZ_BNB,BYTZ.BNB,BYTZ,BYTZ,8
BZP_BNB,BZP.BNB,BitZipp,BitZipp,18
BZZONE_BNB,BZZONE.BNB,Bzzone,Bzzone,18
C_ARCADE_BNB,C-ARCADE.BNB,Crypto Arcade Punk,Crypto Arcade Punk,9
C98_BNB,C98.BNB,Coin98,Coin98,18
CA_BNB,CA.BNB,Crossy Animals,Crossy Animals,9
CABO_BNB,CABO.BNB,Catbonk,Catbonk,9
CAC_BNB,CAC.BNB,Cryptoids Admin Coi,Cryptoids Admin Coi,18
CACTI_BNB,CACTI.BNB,Cacti Club,Cacti Club,18
CADE_BNB,CADE.BNB,CrypCade Shares,CrypCade Shares,18
CAF_BNB,CAF.BNB,CarsAutoFinance,CarsAutoFinance,18
CAGE_BNB,CAGE.BNB,Coinage Finance,Coinage Finance,18
CAI_BNB,CAI.BNB,CAIETF Finance,CAIETF Finance,8
CAKEBAKER_BNB,CAKEBAKER.BNB,CakeBaker,CakeBaker,18
CAKEBANK_BNB,CAKEBANK.BNB,Cake Bank,Cake Bank,18
CAKEGIRL_BNB,CAKEGIRL.BNB,Cake Girl,Cake Girl,18
CAKESWAP_BNB,CAKESWAP.BNB,CakeSwap,CakeSwap,9
CAKEZILLA_BNB,CAKEZILLA.BNB,CakeZilla,CakeZilla,18
CAKITA_BNB,CAKITA.BNB,ChubbyAkita,ChubbyAkita,9
CALO_BNB,CALO.BNB,Calo App,Calo App,18
CAN_BNB,CAN.BNB,Channels,Channels,18
CANDY_BNB,CANDY.BNB,TripCandy,TripCandy,18
CANDYLAD_BNB,CANDYLAD.BNB,Candylad,Candylad,9
CANNA_BNB,CANNA.BNB,The CanCoin,The CanCoin,18
CANU_BNB,CANU.BNB,Cannumo,Cannumo,18
CAPS_BNB,CAPS.BNB,Ternoa,Ternoa,18
CAPT_BNB,CAPT.BNB,Captain,Captain,9
CARBO_BNB,CARBO.BNB,CarbonDEFI,CarbonDEFI,9
CARMA_BNB,CARMA.BNB,Carma Coin,Carma Coin,9
CARROT_BNB,CARROT.BNB,Carrot Stable Coin,Carrot Stable Coin,18
CARS_BNB,CARS.BNB,Crypto Cars World,Crypto Cars World,6
CASH_BNB,CASH.BNB,Caash,Caash,18
CASHDOG_BNB,CASHDOG.BNB,CashDog,CashDog,9
CASHIO_BNB,CASHIO.BNB,Cashio Token,Cashio Token,18
CASIO_BNB,CASIO.BNB,CasinoXMetaverse,CasinoXMetaverse,18
CAT_BNB,CAT.BNB,CATCOIN,CATCOIN,18
CATBOY_BNB,CATBOY.BNB,CatBoy,CatBoy,18
CATBREAD_BNB,CATBREAD.BNB,CatBread,CatBread,9
CATCHY_BNB,CATCHY.BNB,Catchy,Catchy,9
CATE_BNB,CATE.BNB,Catemoon Inu,Catemoon Inu,9
CATGE_BNB,CATGE.BNB,Catge Coin,Catge Coin,9
CATGIRL_BNB,CATGIRL.BNB,Catgirl,Catgirl,9
CATO_BNB,CATO.BNB,Canon Crypto,Canon Crypto,18
CATS_BNB,CATS.BNB,CatCoin Token,CatCoin Token,0
CATZ_BNB,CATZ.BNB,CatzCoin,CatzCoin,18
CBA_BNB,CBA.BNB,Cabana Token,Cabana Token,18
CBBN_BNB,CBBN.BNB,CBBN Token,CBBN Token,18
CBD_BNB,CBD.BNB,CBD Coin,CBD Coin,9
CBET_BNB,CBET.BNB,CBET Token,CBET Token,9
CBIX_BNB,CBIX.BNB,Cubiex,Cubiex,18
CBIX_P_BNB,CBIX-P.BNB,Cubiex Power,Cubiex Power,18
CBK_BNB,CBK.BNB,Crossing the Yellow,Crossing the Yellow,18
CBS_BNB,CBS.BNB,Columbus,Columbus,18
CBT_BNB,CBT.BNB,Crypto Bank Token,Crypto Bank Token,18
CBU_BNB,CBU.BNB,Banque Universal,Banque Universal,4
CBUNNY_BNB,CBUNNY.BNB,Crazy Bunny Equity ,Crazy Bunny Equity ,18
CBY_BNB,CBY.BNB,CBerry,CBerry,18
CC_BNB,CC.BNB,CowCoin,CowCoin,18
CCAKE_BNB,CCAKE.BNB,CheesecakeSwap,CheesecakeSwap,18
CCAR_BNB,CCAR.BNB,CryptoCars,CryptoCars,18
CCASH_BNB,CCASH.BNB,CrimeCash,CrimeCash,2
CCDOGE_BNB,CCDOGE.BNB,Community Doge Coin,Community Doge Coin,9
CCF_BNB,CCF.BNB,Cross Chain Farming,Cross Chain Farming,9
CCV2_BNB,CCV2.BNB,CryptoCart V2,CryptoCart V2,18
CDDSP_BNB,CDDSP.BNB,Can Devs Do Somethi,Can Devs Do Somethi,18
CDONK_BNB,CDONK.BNB,Club Donkey,Club Donkey,18
CDROP_BNB,CDROP.BNB,CryptoDrop,CryptoDrop,18
CDS_BNB,CDS.BNB,Crypto Development ,Crypto Development ,8
CDT_BNB,CDT.BNB,CheckDot,CheckDot,18
CDTC_BNB,CDTC.BNB,DeCredit,DeCredit,18
CDZ_BNB,CDZ.BNB,CDzExchange,CDzExchange,18
CEEK_BNB,CEEK.BNB,CEEK Smart VR Token,CEEK Smart VR Token,18
CELL_BNB,CELL.BNB,Cellframe,Cellframe,18
CENX_BNB,CENX.BNB,Centcex,Centcex,9
CERBY_BNB,CERBY.BNB,Cerby Token,Cerby Token,18
CERT_BNB,CERT.BNB,CertRise,CertRise,9
CET_BNB,CET.BNB,Crypto Energy Token,Crypto Energy Token,9
CEVO_BNB,CEVO.BNB,CardanoEvo,CardanoEvo,18
CEX_BNB,CEX.BNB,Catena X,Catena X,18
CFA_BNB,CFA.BNB,Coin Fast Alert,Coin Fast Alert,18
CFAR_BNB,CFAR.BNB,CryptoFarming,CryptoFarming,18
